name,Zip code,Number of reviewers,Overall score,Cleanliness,Comfort,Facilities,Staff,Value for money,Free WiFi,Location,good Fitness Center,Daily Housekeeping,Heating,Free Parking,Airport Shuttle (free),Private Parking,Spa,On-site Parking,Fitness Center,Room Service,Family Rooms,Parking,Airport Shuttle,Air Conditioning,Free WiFi,Laundry,Water Park,Pet Friendly,Outdoor Pool,Indoor Pool,Elevator,Garden,Facilities for Disabled Guests,Bar,Beach nearby,wonderful Fitness Center,Beachfront,Non-smoking Rooms,Terrace,Swimming Pool,very good Fitness Center,Restaurant,Private Beach Area,exceptional Fitness Center,24-Hour Front Desk,WiFi,BBQ Facilities,Dist
AKA Beverly Hills,90210,26,9.3,9.2,9.6,9.1,9.5,8.9,8.8,9.6,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(8.7 miles from center)
Downtown LA Remarkable Apartment,90012,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(0.7 miles from center)
Popular Downtown LA VIP Modern High Rise Suite,90015,19,8.8,8.7,8.6,8.7,9,8.4,8.5,9.4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.1 miles from center)
Popular DTLA Designer Suite With Massive Views,90015,41,8.8,8.4,8.8,9.1,8.8,8.4,8.8,9.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.3 miles from center)
Urban Hollywood Oscars Suite,90028,11,8.6,8.6,8.9,8.4,9.1,7.7,6.3,8.6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(5.6 miles from center)
Dodger Stadium Chinatown Apartment,90012,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1 miles from center)
Laurel Canyon Villa W/ Hot Tub,91604,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,(9.9 miles from center)
Hollywood Hills Upscale 5bd/5.5ba,91604,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(9.3 miles from center)
Millennium Biltmore Los Angeles,90071,"1,275",8.1,8.3,8.1,8,8.2,7.3,7.9,8.5,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,(0.7 miles from center)
Urban Hollywood Universal Studios Suite,90028,29,8.5,8.4,8.5,8.7,9.1,7.8,8.7,11,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(6.2 miles from center)
Amazing Home Santa Monica Beach *24,90401,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,(14.3 miles from center)
Global Luxury Suites at Wilshire,90036,12,8.5,9.4,9.2,8.3,7.5,7.7,8.1,8.6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(5.6 miles from center)
"H Hotel Los Angeles, Curio Collection By Hilton",90045,690,8.9,9.3,9.2,8.8,8.7,8.2,8.6,8.9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,(11.2 miles from center)
Urban DTLA Corporate Executive Suite,90017,7,8.5,8.9,8.6,8.6,8.6,7.9,8.6,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.1 miles from center)
Popular Downtown LA Parlor Resort Style Suite,90012,15,7.9,7.7,8.5,7.9,7.9,7.5,3.8,7.8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(0.8 miles from center)
Venice Style Studio Venice Beach,90292,14,8.3,8.6,8,8.2,8.5,7,9.3,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(13 miles from center)
Downtown LA Clean and Cozy Suite,90017,5,8.7,9,9.5,9.5,6.5,8,10,3,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(1.1 miles from center)
JW Marriott Los Angeles L.A. LIVE,90015,638,8.8,9.1,9,8.8,8.8,7.8,8.1,9.1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.5 miles from center)
Hollywood Blvd Exclusive Apartment,90028,13,8.4,8.9,9.1,8.5,6.9,7.5,8.8,9.4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,(6.2 miles from center)
Rexford Apartment 2,90212,0,0,,,,,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(8.7 miles from center)
Urban Downtown LA Modern Suite,90017,8,9.1,9.1,9.4,9.4,8.8,8.5,9.4,7,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1 miles from center)
Glendon Apartments,90024,154,8.1,7.9,8.2,7.9,7.9,7.4,9.4,9,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,(11.2 miles from center)
Vintage Modern Lofts of Downtown LA-2,90014,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(0.9 miles from center)
"SLS Hotel, a Luxury Collection Hotel, Beverly Hills",90048,686,8.2,8.5,8.3,8.1,8.5,7.1,6.3,8.5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,(7.5 miles from center)
Beverly Hills Marriott,90035,385,7.9,8.4,8.2,7.8,8.1,6.9,7.4,8.1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,(8.7 miles from center)
Los Comfy Apartment,90017,12,9.1,9.4,9.2,9,8.8,9,9.4,8,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.1 miles from center)
LA Luxury Suite at The Grove | 2BR&2BT | Pool | Free Parking,90036,9,8.6,8.6,8.3,8.6,8.6,8.3,8.9,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(5.6 miles from center)
Downtown Staples Center VIP Suite,90015,0,0,,,,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.8 miles from center)
Downtown LA Luxe Staples Center Suite,90015,16,8.1,8.3,7.8,8,7.5,8,10,8.9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.2 miles from center)
"WeHo Palace, 2 Bedroom 2 Full Bath",90046,23,8.1,8.3,8.1,7.8,7.7,8.1,10,8.8,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(6.8 miles from center)
Chic 2 Bedroom/2 Bathroom Suite at the Beach,90292,15,7.3,6.8,8.2,7.5,8,6.7,6.8,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(12.4 miles from center)
Oceana Beach Club Hotel,90403,395,8.2,8.7,8.4,8,8.4,6.8,8.6,8.7,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,(14.9 miles from center)
Popular Hollywood and The Grove Luxury Pavilion Resort Style Suite,90036,24,7.6,7.3,7.6,7.8,6.8,7.2,9.2,8.7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(6.2 miles from center)
Urban Dtla Paradise Suite,90017,7,8.6,9.7,8.6,8.6,9.3,7.5,7.9,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.1 miles from center)
DTLA Lush Resort Style Apartment,90017,0,0,,,,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.2 miles from center)
"Prime West Hollywood, Gorgeous & Renovated 2 Bed 2 Bath",90046,13,7.9,7.9,8.1,7.7,8.1,7.7,10,8.1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(6.8 miles from center)
Live like a Hollywood Celebrity,90068,21,7.6,8.1,7,7,7.9,7.3,8.3,9,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(5.6 miles from center)
Urban Downtown LA Exclusive Penthouse,90015,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.3 miles from center)
Living The LA Dream 2 bed 2 bath,90015,13,8.6,8.9,8.7,8.5,8.4,7.9,9.1,8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.1 miles from center)
The Westin Bonaventure Hotel & Suites,90071,715,8.3,8.7,8.5,8.3,8.5,7.5,8.7,8.5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,(0.8 miles from center)
Executive Lifestyle Apartment,90017,111,8.7,8.5,8.9,8.9,8.7,8.7,8.1,8.6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(0.9 miles from center)
Kimpton Hotel Wilshire,90048,300,8.1,8.4,8.4,7.8,8.5,7.1,6.4,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,(6.8 miles from center)
Downtown LA Modern Staples Center Suite,90015,16,8.4,8.9,8.3,8,8,8.1,8.8,8.9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.3 miles from center)
"Channel Road Inn, A Four Sisters Inn",90402,111,9.2,9.6,9.4,9.3,9.6,8.2,8.7,9.1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,(15.5 miles from center)
Hollywood Blvd Exclusive Suite,90028,0,0,,,,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(5.6 miles from center)
Venice Beach Vacation Condos,90291,252,8.3,8.6,8.4,8.3,8,7.7,8.7,8.8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,(13.7 miles from center)
American Hotel,90013,"1,449",8.1,8.5,8,7.7,8.7,8,8.6,8,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(0.7 miles from center)
Hilton Garden Inn Los Angeles / Hollywood,90068,384,7.9,8.2,7.8,7.7,8.2,7,7.7,8.6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,(6.2 miles from center)
Urban DTLA Two Level Staples Center Loft,90015,10,9.2,9.5,9.3,9.3,9.3,8.8,9,7,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.5 miles from center)
"Santa Monica Duplex, 3 Bed 2 Bath",90404,12,8.0,8.6,8.6,7.3,8.1,7.3,8.3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,(12.4 miles from center)
Popular Downtown LA Venetian Resort Style Suite,90012,22,7.6,7.7,7.5,7.5,8.2,7.2,10,7.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,(0.7 miles from center)
Popular Downtown LA Splendid Suite,90015,25,8.6,8.8,8.8,8.5,8.4,7.9,8.6,8.9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.2 miles from center)
Popular Modern Stay in Vibrant LA,90018,0,0,,,,,,,,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(4.3 miles from center)
Franklin Tower,90028,34,8.7,8.5,8.8,8.9,8.5,8.2,9.4,9.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,(5.6 miles from center)
H&M Home 4311,90292,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,(11.8 miles from center)
Downtown LA Serene Penthouse,90012,38,8.1,7.8,8.5,8.1,7.8,8,10,8.2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(0.7 miles from center)
W Los Angeles – West Beverly Hills,90024,363,7.7,8,7.9,7.5,7.9,6.5,5,8.4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,(11.2 miles from center)
Huge Hollywood Penthouse,90038,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(5.6 miles from center)
Brand New Condo-Heart of DTLA,90015,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.1 miles from center)
Urban Hollywood Two Level Penthouse,90028,20,9.2,9,9.3,9,9.4,8.8,9.8,14,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(6.2 miles from center)
"SHINY, Brand New 1 BR Apt Awaits You!",90017,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(1 miles from center)
Selby Ave Guest House,90064,75,10,10,9.9,10,9.9,9.9,10,9.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,(9.9 miles from center)
L.A. CITY LIFE HIGHRISE VIEWS - 5 BEDS,90015,5,8.4,8.5,8.5,8.5,8.5,8.5,8,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(1.1 miles from center)
Downtown LA Dazzling Apartment,90017,6,8.2,9.2,8.3,7.5,7.9,7.9,7.5,8.3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.2 miles from center)
Starview Hollywood Vacation Home,90068,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(6.2 miles from center)
BRAND NEW Huge Ace Hotel-Style Loft,90014,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(0.8 miles from center)
"Luxury 2 Bedroom, Best Location!",90028,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(6.2 miles from center)
Urban Hollywood Celebrity Suite,90028,18,8.5,8.2,8.6,8.8,8.8,8.1,9.2,8.6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(6.2 miles from center)
Hollywood Historic Hotel,90038,"1,686",7.7,7.9,7.5,7.2,8.5,7.4,8.6,7.8,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,(4.3 miles from center)
Hilton Los Angeles Airport,90045,"4,004",7.7,8.1,7.9,7.6,7.9,7,5.6,7.9,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,(10.6 miles from center)
Downtown Los Angeles Glorious 2-Bedroom Pool Suite,90015,0,0,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(1.4 miles from center)
Hollywood Hotel - The Hotel of Hollywood Near Universal Studios,90029,"2,206",7.8,8,7.9,7.7,8.1,7.5,7.9,7.5,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,(3.7 miles from center)
Renaissance Los Angeles Airport Hotel,90045,964,7.9,8.3,8.1,7.9,8.2,7.1,6.2,8.1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,(10.6 miles from center)
Popular Hollywood Blvd Superstar Suite,90028,11,7.8,8.2,8.2,8.2,6.6,7.3,8.2,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(6.2 miles from center)
☆★ 4.1 mi to downtown LA | Korea Town Apartment with Cal King Bed & 4kTV,90020,0,0,,,,,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(3.1 miles from center)
Downtown LA Lavish Escape,90017,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.1 miles from center)
Hollywood Blvd Stars Suite,90028,44,7.8,7.8,7.6,7.6,7.4,7.3,8,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(6.2 miles from center)
The Hotel Hollywood,90028,"2,632",8.0,8.2,7.5,7.3,8.9,7.5,7.8,8.5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(5.6 miles from center)
Dazzling Studio In The Heart Of Hollywood,90028,0,0,,,,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(5.6 miles from center)
Popular Hollywood Blvd James Dean Suite,90028,15,8.1,7.3,8.7,8.3,7.2,7.7,10,9.2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(6.2 miles from center)
Amazing Convention Center Suite,90015,0,0,,,,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.7 miles from center)
The Grove Luxe Apartment,90036,10,8.1,8.3,8,8,8.1,7.5,7.5,8.8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(6.2 miles from center)
Four Points by Sheraton Los Angeles International Airport,90045,"5,880",7.6,7.8,7.5,7.3,8,6.9,7.6,8,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,(10.6 miles from center)
Sierra Holiday Home 11198,90046,0,0,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(6.8 miles from center)
Popular Hollywood Boulevard Of Stars 2BR/BA Suite,90028,30,8.1,7.8,8.3,8.2,7.7,7.5,8.9,11,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(5.6 miles from center)
Comfort Inn Santa Monica - West Los Angeles,90404,610,7.8,8.2,7.9,7.6,8,7.3,7.9,7.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,(13 miles from center)
Downtown LA Convention Center Elite Apartment,90015,14,8.7,8.9,8.5,9.1,8.2,8.5,6.7,9.2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.7 miles from center)
2BR/2BA Designer Suite in Downtown LA,90012,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(800 feet from center)
Modern Apartments in Downtown LA,90017,101,7.6,7.7,8,7.8,7.1,7,9.2,8.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,(1.1 miles from center)
Artist Home at Venice Beach - One Bedroom Oasis,90292,20,7.2,6.8,6.6,6.4,8.4,6.6,8.5,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,(13 miles from center)
Downtown L.A. Best Stay,90015,0,0,,,,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.1 miles from center)
Beverly Hills Celebrity Home,90035,168,8.9,9.1,8.9,9,8.8,8.6,9.3,9.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,(8.7 miles from center)
Mondrian Los Angeles in West Hollywood,90069,732,7.7,8,7.9,7.5,7.7,6.6,5.7,8.5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,(8.1 miles from center)
DoubleTree by Hilton Hotel Los Angeles - Westside,90230,892,7.7,8,7.9,7.6,8.1,6.9,7.5,7.5,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,(9.9 miles from center)
DOWNTOWN L.A. SKY VIEW PENTHOUSE & 4 BEDS,90017,12,8.2,7.7,8.6,8.3,7.3,8.1,9.4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,(1 miles from center)
Hotel MDR Marina del Rey- a DoubleTree by Hilton,90292,679,7.8,8.1,8,7.7,8.2,6.7,7.8,7.9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(11.8 miles from center)
LA Luxury 2 Bedroom 2 Bath,90036,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(6.2 miles from center)
Super Lovely Studio Apartment,90020,5,9.0,8,9.5,9,9.5,9,9,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(3.7 miles from center)
Angel City Spacious Apartment,90017,15,8.3,8.8,8.5,8.2,8.2,7.8,7.5,8.2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.1 miles from center)
Hollywood 7 Bed Penthouse Superstar,90028,38,7.7,7.4,7.6,7.4,8.1,7.1,8.8,8.7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(5.6 miles from center)
Doubletree by Hilton Los Angeles Downtown,90012,693,7.8,8.3,8.1,7.7,8.1,6.9,6.1,7.8,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,(650 feet from center)
Hollywood Walk of Fame 5beds Studio,90028,13,8.0,8.1,8.1,7.7,8.3,7.5,7.5,8.6,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(6.2 miles from center)
